,tsne1,tsne2,tsne3,class
295,15.623055,23.254484,14.473305,AR
296,1.0742598,23.573786,12.502363,AR
297,20.561464,9.720223,27.248436,AR
298,22.956532,7.1061325,24.033756,AR
299,11.8727045,40.52932,11.903173,AR
300,14.209922,33.94898,15.176597,AR
301,18.577604,49.237854,13.280663,AR
302,2.5605533,-37.45273,40.404293,AR
303,24.898264,12.468089,9.328671,AR
304,39.203533,-18.8773,-15.547546,AR
305,7.4066634,28.83178,-53.356674,AR
306,10.754893,31.234253,15.522439,AR
307,-40.558407,-16.967201,-8.552275,AR
308,10.531303,25.79281,16.421534,AR
309,16.629265,-11.3083515,30.405437,AR
310,18.083822,12.987414,27.692717,AR
311,21.288183,3.9284995,20.074326,AR
312,3.4212809,21.64332,-47.788815,AR
313,14.928083,-10.226483,-2.0276542,AR
314,24.110947,-1.4820317,-2.4228082,AR
315,14.235636,-8.602663,-7.3278155,AR
316,20.313469,-4.220285,-1.8152527,AR
317,7.564554,2.3494563,5.0892825,AR
318,4.7224298,-1.3021927,4.312852,AR
319,16.013983,0.85344404,-11.904712,AR
320,13.128308,55.09081,0.69692767,AR
321,11.187592,-39.94552,2.390773,AR
322,-19.332708,-31.1396,12.805587,AR
323,-8.283246,-9.712147,-12.902813,SL
324,2.819179,-17.667847,-17.0879,SL
325,-7.7347946,-15.646835,-17.473307,SL
326,4.1027937,-12.27481,-16.926825,SL
327,1.9405754,-20.350111,-12.5674,SL
328,8.108061,18.160711,23.455927,SL
329,-1.5526339,-11.438659,-14.560033,SL
330,-5.689137,-14.176919,-13.004568,SL
331,-39.903114,6.3165717,33.404846,SL
332,-30.863844,16.71595,40.92717,SL
333,-18.380962,14.715017,27.123915,SL
334,11.369822,33.617413,2.4232104,SL
335,2.3329444,-4.5390654,-13.24458,SL
336,7.093413,-8.802884,-18.18525,SL
337,10.259896,-5.1998515,-10.794332,SL
338,1.5944622,-15.748932,-9.835275,SL
339,-0.8763084,-15.743857,-12.73744,SL
340,-1.6233433,-7.51485,-8.748574,SL
341,-10.796992,-13.444752,-11.463996,SL
342,-5.8964987,-10.205226,-9.18092,SL
343,-49.61645,-0.11857459,7.99013,SL
344,8.356983,22.659336,9.125336,SL
345,12.4095125,17.744947,6.7512703,SL
346,15.721416,22.523151,1.4578041,SL
347,6.683675,-10.108,-9.553816,SL
348,16.961758,16.882742,5.4177613,SL
349,7.2686887,15.086923,25.852736,SL
350,-46.492733,5.889247,8.407766,SL
351,-47.892952,-5.4669733,-0.23459269,SL
352,-48.15511,-1.9688963,-0.5858263,SL
353,33.56415,-13.313388,-14.247002,FG
354,32.927277,-15.580268,-10.865112,FG
355,29.251198,-7.8013787,-15.8520565,FG
356,23.786476,-23.166521,-7.305378,FG
357,16.94114,-24.118706,-7.520986,FG
358,37.708385,-13.074176,-12.190542,FG
359,39.08277,-9.885962,-7.794378,FG
360,11.488756,14.203456,-54.0294,FG
361,44.598625,-5.8345203,-12.159673,FG
362,26.945745,-21.047134,1.0869945,FG
363,20.35343,31.81709,4.78341,FG
364,25.571407,-9.730553,-9.898237,FG
365,29.065662,-15.847958,1.9007349,FG
366,23.578304,-18.994099,-2.1050286,FG
367,29.07614,-13.223304,-2.780648,FG
368,-1.7999432,-33.40592,33.2104,FG
369,-1.9173975,6.834718,-11.151493,FG
370,25.047167,-13.456298,-2.2440338,FG
371,28.796858,-16.973019,-7.57854,FG
372,34.722366,-9.285274,-11.89432,FG
373,39.961006,-5.011746,-4.9402685,FG
374,28.194656,-25.060844,5.652984,FG
375,60.83057,-6.822361,-12.346699,FG
376,19.735477,-20.651503,-3.785143,FG
377,33.91361,-19.683044,-6.756805,FG
378,29.06648,-21.546194,-7.4891386,FG
379,29.764832,-7.512545,-11.320937,FG
380,-7.3417425,-3.9051316,-12.179297,WB_BX
381,-25.23249,-5.1790676,-23.602612,WB_BX
382,-21.885653,-0.36150387,-20.468924,WB_BX
383,-21.678356,-5.180272,-20.152542,WB_BX
384,-25.165085,-6.1218185,-16.356833,WB_BX
385,-19.941666,-8.558649,-15.832829,WB_BX
386,-24.396446,-9.759395,-19.959986,WB_BX
387,-22.30718,-11.733954,-16.754852,WB_BX
388,-12.791855,-5.2211585,-18.290537,WB_BX
389,-8.97816,-7.1193175,-18.976582,WB_BX
390,-12.508954,-6.952562,-13.978885,WB_BX
391,-19.58924,-11.676585,-21.018585,WB_BX
392,-15.458865,-9.359459,-20.013544,WB_BX
393,-16.321478,-13.400224,-18.053112,WB_BX
394,-17.738533,-5.150399,-17.962461,WB_BX
395,-31.582685,-21.341372,11.489,WB_BX
396,-18.530964,-1.8875481,-14.626641,WB_BX
397,-2.810386,32.716602,12.502749,WB_BX
398,3.7363822,13.313552,10.233348,WB_BX
399,-4.5115223,20.490204,35.488678,WB_BX
400,16.149544,59.90275,2.2824855,WB_BX
401,-14.671331,21.275465,18.562935,WB_BX
402,-19.607698,22.59136,10.352863,WB_BX
403,-14.797544,3.441485,20.85033,WB_BX
404,-1.1472794,-3.383797,32.535572,WB_BX
405,-3.0384688,3.1702847,35.135136,WB_BX
406,18.081594,-6.9572773,-18.342794,WB_BX
407,24.801912,-5.1227603,-21.631147,WB_BX
408,21.202429,-4.6346717,-21.919388,WB_BX
409,10.366639,-3.509229,-20.81517,WB_BX
410,34.8881,1.0889915,-23.227983,WB_BX
411,-18.639576,-7.2728643,18.430515,WB_BX
412,22.669992,10.059993,-0.43592152,WB_BX
413,-0.838021,-24.215643,-20.340252,WB_BX
414,22.710894,4.3990874,-1.2295054,WB_BX
415,17.0978,2.4929225,1.1110206,WB_BX
416,7.109512,9.27559,9.211639,WB_BX
417,-0.6002396,8.155704,32.77129,WB_BX
418,23.676567,33.74273,25.034676,WB_BX
419,21.979616,3.3164244,10.157046,WB_BX
420,21.257872,7.5451097,-6.7609215,WB_BX
421,-0.6869184,28.10156,-49.24805,WB_BX
422,17.651165,-1.2043656,3.1409857,WB_BX
423,22.018608,13.859366,0.42728114,WB_BX
424,8.700932,-7.0033145,0.8777832,WB_BX
425,54.413982,-14.470815,12.675526,WB_BX
426,6.874155,-11.445842,-0.017039536,WB_BX
427,39.898422,8.603125,-0.5165328,PF
428,56.502644,-2.408819,-4.7030473,PF
429,60.097946,3.9380667,-4.5967464,PF
430,57.694782,3.0337782,-1.6410809,PF
431,25.419918,0.6364464,-26.912819,PF
432,61.650623,-0.19560473,1.6927882,PF
433,32.117836,4.487911,-0.29035658,PF
434,32.82354,-1.4084092,7.8331327,PF
435,35.15236,1.3157911,-3.4189472,PF
436,56.711124,6.129367,-10.036237,PF
437,48.670273,3.0085392,-1.6557562,PF
438,50.88014,-4.7898693,-8.479628,PF
439,48.6112,-12.703351,-10.440328,PF
440,46.24305,2.3047621,-9.116988,PF
441,54.79644,-8.81887,-5.1418357,PF
442,38.240757,-14.230886,8.746413,PF
443,1.845914,-37.530888,35.095306,PF
444,36.653362,-15.908838,11.208653,PF
445,55.67783,-0.12865913,-7.674011,PF
446,48.308037,7.235139,1.8634015,PF
447,49.039406,-1.1355209,-7.4615936,PF
448,54.64568,2.7743397,-4.594754,PF
449,42.347363,4.935449,6.552367,PF
450,52.86146,-1.6307689,-0.7134309,PF
451,46.81571,-0.8238836,-4.1388683,PF
452,34.566856,1.6502674,2.902942,PF
453,33.052322,-2.611348,1.7803994,PF
454,36.178013,3.208932,-14.642184,PF
455,31.768972,2.0065918,-18.713644,PF
456,34.415882,-2.5663629,-13.566335,PF
457,-35.31535,-17.355824,-8.602622,BM
458,-31.573885,-20.82,-8.143061,BM
459,-35.152462,-22.174297,-8.7262745,BM
460,-5.6004367,21.418182,1.3368331,BM
461,4.458035,14.31977,3.204943,BM
462,-1.7983017,26.00351,3.9249768,BM
463,-12.701103,9.632112,-1.9357318,BM
464,5.7707043,31.905762,2.9664474,BM
465,9.2039585,-11.206491,-21.986755,BM
466,-52.02014,-7.94921,-18.337275,BM
467,-48.72779,-8.020971,-16.27292,BM
468,5.309989,-15.225133,35.73786,BM
469,-10.720926,23.515383,19.160412,BM
470,-23.214924,-4.0661902,-1.7271259,BM
471,-2.8511622,23.642597,7.760631,BM
472,-19.933716,-7.785299,11.434428,BM
473,12.658783,28.170115,7.41829,BM
474,-4.8011,-29.63433,28.849833,BM
475,-7.582201,5.5140347,9.186008,BM
476,1.6408255,-14.205962,32.88457,BM
477,-11.543382,-3.8561854,35.546783,BM
478,12.808973,7.087911,8.043097,BM
479,13.958893,9.786758,9.759472,BM
480,17.128967,-16.559792,-4.584422,BM
481,16.000309,4.2518916,24.766054,BM
482,-27.057323,10.145715,25.810114,BM
483,-9.329192,11.283707,1.968528,BM
484,6.786827,25.154097,5.1559,BM
485,-10.779216,5.742572,-0.189576,BM
486,6.319741,27.799564,8.200148,BM
487,-21.155949,-23.14983,14.464391,WH
488,-0.7408692,-20.867695,33.470623,WH
489,-12.24593,-1.7964458,15.150865,WH
490,-25.72025,-10.150549,8.182296,WH
491,-22.598349,-8.094536,4.5262127,WH
492,-18.30698,-10.931995,5.3468404,WH
493,-1.879131,19.833878,-61.485905,WH
494,-5.5750604,20.919867,-61.537716,WH
495,-0.4094793,22.789753,-56.644833,WH
496,-25.411842,-1.8414316,6.8753805,WH
497,-27.42064,-5.758574,6.8506703,WH
498,-25.884861,-5.884228,2.961902,WH
499,-19.24271,-3.362942,3.9443276,WH
500,-31.203978,-16.531975,-5.8117394,WH
501,-7.4278,-27.915104,39.42864,WH
502,-25.13411,-8.964992,0.36477816,WH
503,-16.934206,3.846179,4.092613,WH
504,-31.638994,-22.824266,-4.019001,WH
505,-14.406014,-8.240765,11.824383,WH
506,-11.39596,-4.041993,9.829551,WH
507,-10.200206,-0.8455732,5.5418043,WH
508,-9.520927,-24.498253,36.64973,WH
509,-20.821548,-11.820336,20.83339,WH
510,-22.777008,-10.460487,14.395477,WH
511,-7.5542936,-27.18933,27.201103,WH
512,-14.039926,-4.555284,7.0116467,WH
513,-8.1470375,-2.9942634,12.692455,WH
514,-22.493977,-25.305056,9.5835495,WH
515,-1.9014674,24.141674,-53.197308,WH
516,-30.45587,-11.870379,4.307746,WH
517,-2.902441,15.354533,37.444626,WH
518,-9.182296,-23.605406,43.585697,WH
519,-42.299088,3.1782758,21.672619,WH
520,3.8004997,3.742745,15.009323,WH
521,-24.973183,0.9569241,15.217677,WH
522,0.17283711,4.253758,12.055902,WH
523,-36.78181,1.4722232,24.47955,WH
524,-37.039352,-0.7668438,21.800072,WH
525,-3.6752536,-35.300606,38.87348,WH
526,-5.0729256,-6.1056395,14.430683,WH
527,-36.00612,-4.32338,10.131087,WH
528,9.830152,-16.79406,37.836727,WH
529,-39.99673,-0.6837774,10.918153,WH
530,-52.15425,-5.6350822,-13.059233,WH
531,2.8054974,19.539402,40.232418,WH
532,9.812361,-17.279453,5.1358247,SQ
533,6.2954392,-20.956305,3.7425332,SQ
534,8.44572,-17.573328,10.123574,SQ
535,-35.238216,-18.883167,-3.482824,SQ
536,15.100418,-15.256603,34.72123,SQ
537,6.2371726,-19.742498,-5.9809318,SQ
538,15.262674,-13.039959,8.170426,SQ
539,6.6134057,-3.6505032,8.088669,SQ
540,13.366729,-5.134189,-5.4641156,SQ
541,-7.876447,2.25354,23.659983,SQ
542,-15.837982,13.679955,14.983051,SQ
543,4.7591877,30.848227,11.078573,SQ
544,16.297396,-5.8292737,21.166084,SQ
545,-5.506478,9.246861,3.325097,SQ
546,22.853216,-12.919384,6.7793818,SQ
547,14.929876,-20.354187,8.969225,SQ
548,20.051493,-9.475101,2.9352238,SQ
549,18.59445,-15.132393,5.408834,SQ
550,8.54329,15.58593,-51.35863,SQ
551,10.637782,31.59469,21.079166,SQ
552,12.190721,-15.103819,3.4661608,SQ
553,10.655597,25.56881,24.997082,BP
554,14.701711,28.601053,21.315582,BP
555,9.892679,-4.463611,19.085842,BP
556,-0.3916718,-56.36128,3.2179804,BP
557,-3.509889,-55.30261,1.9365172,BP
558,-28.197922,-27.652029,-16.79624,BP
559,37.6144,-29.650078,-12.414435,BP
560,13.644977,-30.696743,2.9801378,BP
561,10.530379,-27.48839,5.464598,BP
562,11.925806,-7.4981604,13.07958,BP
563,8.326403,15.658469,46.654175,BP
564,12.693976,-11.379454,14.016743,BP
565,1.5756503,-29.63272,36.575375,BP
566,18.242445,-4.1027484,10.069181,BP
567,11.669176,-9.085689,17.088842,BP
568,-36.530785,6.071188,3.843977,WN
569,-30.170479,-11.486122,20.12739,WN
570,-38.44859,5.110467,1.0878972,WN
571,-37.450256,15.920137,19.477013,WN
572,-8.170491,-20.208014,29.879835,WN
573,-32.15187,7.913278,6.156356,WN
574,0.27682576,11.804927,-52.33998,WN
575,-39.401436,-7.139251,18.929028,WN
576,0.38381433,8.472946,-53.59142,WN
577,1.4974519,-19.799948,13.182571,WN
