,tsne1,tsne2,tsne3,class
263,94.83234,186.62866,-78.370705,BC
264,62.448467,-168.13135,-170.0803,BC
265,35.708416,-196.99503,-204.28055,BC
266,41.61758,249.0646,-58.055244,KQ
267,129.18816,11.408289,9.24462,KQ
268,62.265877,264.93835,33.877113,KQ
269,103.42465,291.2347,8.754708,KQ
270,49.1803,313.9219,24.279291,KQ
271,154.06667,282.93936,-9.788231,KQ
272,7.2645173,336.6855,-24.901762,KQ
273,307.18478,134.38539,33.263218,KQ
274,73.54402,259.91663,86.222664,KQ
275,91.48101,247.29724,-22.256958,KQ
276,6.3382416,285.324,24.840761,KQ
277,-35.556152,245.32974,-20.873194,KQ
278,48.356922,278.6197,-18.760502,KQ
279,25.327936,306.7344,-61.76666,KQ
280,36.416855,225.54381,-6.916308,KQ
281,40.37008,214.00983,116.47907,KQ
282,-15.09748,252.45757,182.40923,KQ
283,73.05798,237.07037,142.51984,KQ
284,35.92596,128.93619,-308.30414,KQ
285,-208.5582,12.752763,-372.1813,KQ
286,-140.91728,239.10332,-228.69379,KQ
287,-161.20505,321.216,-103.484116,KQ
288,-144.70316,278.35715,-65.90283,KQ
289,-167.93013,321.99023,-56.157787,KQ
290,-63.327385,259.85388,-267.56808,KQ
291,-37.63109,321.7702,-233.25478,KQ
292,-73.22115,277.8008,-196.50868,KQ
293,233.69499,169.13644,98.672935,AR
294,122.802795,-253.71733,-44.825,AR
295,212.38918,150.53854,58.238132,AR
296,164.87437,99.59113,138.83376,AR
297,-22.268196,105.69578,37.442238,AR
298,-57.347588,119.403076,-1.1231136,AR
299,316.35217,142.41371,165.95607,AR
300,266.4539,152.83716,140.77419,AR
301,359.1527,157.06868,209.26015,AR
302,-156.07239,87.51625,-366.30676,AR
303,190.91013,160.13066,-92.73849,AR
304,-39.10363,127.42976,-246.11682,AR
305,172.81033,-282.86276,-37.17985,AR
306,232.67978,125.83809,135.32744,AR
307,-442.25323,-82.56513,8.284436,AR
308,192.73456,104.68118,96.26816,AR
309,61.01938,-52.178753,24.225624,AR
310,140.83824,171.75801,67.94537,AR
311,154.62549,-123.87857,-225.24336,AR
312,91.96947,-223.71935,-6.6042676,AR
313,-39.91269,-18.504295,-182.70374,AR
314,78.868004,126.35207,-154.43141,AR
315,-29.435184,13.069978,-240.91351,AR
316,60.230686,119.79754,-102.633514,AR
317,-20.023901,153.56923,-71.6036,AR
318,-69.68006,137.42613,-94.5414,AR
319,-349.30005,255.22775,-53.739677,AR
320,330.55188,192.48744,178.19592,AR
321,-125.99362,-152.42249,-361.49503,AR
322,-77.48096,91.800415,43.88123,AR
323,-76.4993,-164.53514,65.8221,SL
324,-37.750137,4.4640393,-353.69183,SL
325,-460.44913,96.750755,105.73314,SL
326,0.68707144,-12.099018,-395.53918,SL
327,-155.9585,-23.398708,-222.22029,SL
328,156.2373,104.28719,10.456408,SL
329,-190.71864,-67.924324,-185.19148,SL
330,-176.6193,-86.18017,-137.4073,SL
331,-250.55634,258.16763,161.06828,SL
332,-29.444815,58.41591,425.22302,SL
333,58.860962,130.22879,112.12901,SL
334,282.28192,243.50371,177.499,SL
335,16.416834,-37.502556,-42.855198,SL
336,16.99513,-58.63129,-391.23846,SL
337,-10.304263,41.790714,-279.64612,SL
338,-124.08638,-20.869308,-177.34508,SL
339,-146.81241,-56.754982,-165.3475,SL
340,-52.029846,-23.382563,-36.841816,SL
341,-229.67715,-100.99612,-135.84598,SL
342,-90.83468,7.550212,-29.692898,SL
343,-340.6155,224.71973,96.17064,SL
344,219.95564,241.75209,111.797005,SL
345,214.11278,187.92828,-7.912739,SL
346,257.49704,262.9948,49.978657,SL
347,-21.90553,17.858923,-58.620625,SL
348,181.11057,148.82411,-9.485594,SL
349,142.3378,72.884796,-23.810637,SL
350,-371.45764,174.76938,145.19127,SL
351,-343.841,117.65347,232.57402,SL
352,-316.32486,112.933235,203.25296,SL
353,20.006575,219.35793,-272.18372,FG
354,-5.2264805,256.9304,-262.49768,FG
355,55.869392,147.65103,-259.71536,FG
356,-64.924614,229.79253,-210.26825,FG
357,-205.53613,-124.7101,-264.74084,FG
358,50.079544,261.94357,-267.9696,FG
359,102.3503,247.81664,-227.53362,FG
360,70.08394,-256.82526,-127.98219,FG
361,98.94747,278.5037,-281.75632,FG
362,-67.1841,240.0137,-150.31918,FG
363,173.84204,261.41907,-63.26307,FG
364,34.145046,201.20303,-168.06894,FG
365,-43.680077,299.3682,-151.00305,FG
366,-24.014015,225.78038,-137.32503,FG
367,13.999651,292.49347,-160.16997,FG
368,-159.84566,70.4723,-268.7534,FG
369,-40.008587,245.4466,-62.70173,FG
370,15.020857,261.97775,-126.36256,FG
371,-21.723839,272.4472,-215.11444,FG
372,63.210243,215.399,-249.01862,FG
373,134.58328,266.11935,-185.42242,FG
374,-114.27012,237.5218,-177.2844,FG
375,238.17543,231.91794,-309.14786,FG
376,-48.48966,188.79948,-145.64659,FG
377,30.973259,262.50388,-212.31616,FG
378,-11.413259,225.24289,-202.2513,FG
379,59.148773,179.91165,-209.54686,FG
380,-315.57382,14.195989,-234.36317,WB_BX
381,-459.26706,-89.7607,-169.73843,WB_BX
382,-434.86008,-79.411545,-236.19943,WB_BX
383,-418.04797,-68.07402,-188.35149,WB_BX
384,-403.5647,-85.379,-139.49985,WB_BX
385,-369.67285,-40.906784,-157.55208,WB_BX
386,-434.94858,-42.033222,-144.66348,WB_BX
387,-393.16638,-24.424137,-121.684105,WB_BX
388,-346.75565,-43.096428,-237.28879,WB_BX
389,-308.3844,-71.71078,-232.07227,WB_BX
390,-321.55188,-25.315552,-192.43796,WB_BX
391,-401.77048,1.492046,-165.3725,WB_BX
392,-385.78595,-20.096453,-213.66524,WB_BX
393,-433.58392,-11.867691,-205.13618,WB_BX
394,-367.46814,-71.0094,-196.9479,WB_BX
395,-323.88077,76.86699,16.112947,WB_BX
396,-376.56735,-120.38669,-208.4097,WB_BX
397,300.35217,150.90627,89.51034,WB_BX
398,66.308754,117.84659,55.69902,WB_BX
399,146.46718,84.23362,426.41144,WB_BX
400,346.40668,223.13304,213.75645,WB_BX
401,73.23715,181.22636,253.60345,WB_BX
402,79.65497,134.5823,178.47304,WB_BX
403,-77.10047,61.807526,253.93983,WB_BX
404,-21.921907,-169.69981,306.80945,WB_BX
405,-27.698933,-117.821846,350.81857,WB_BX
406,-16.280638,84.606606,-378.03302,WB_BX
407,50.117313,68.96672,-349.69604,WB_BX
408,36.21807,99.31542,-375.0276,WB_BX
409,99.933876,-78.52761,-330.6427,WB_BX
