tsne1,tsne2,tsne3,class
-4.505326,27.618439,4.1284313,SL
-0.16202225,60.917942,-2.275867,SL
-24.759058,-2.721865,-10.018972,SL
-10.5686655,-4.9790463,-6.932943,SL
2.0124407,-26.287495,14.958514,SL
0.8274967,-12.511549,5.3108706,SL
-5.5746536,-14.290555,7.1304092,SL
-15.715054,-12.678602,-4.612394,SL
-18.680037,-20.80402,12.042633,SL
-17.40197,-13.977947,2.9977412,SL
-2.3360798,-15.130151,39.198624,SL
30.202898,46.274662,-4.8648477,SL
31.901663,38.53777,0.3754569,SL
36.908913,38.46768,-11.389716,SL
-7.6528764,-17.025194,-3.882027,SL
27.640778,31.736496,-0.7739654,SL
21.58868,27.965897,11.044074,SL
-6.9773107,-23.89085,43.35881,SL
-34.772537,-40.693073,49.61566,SL
-35.59831,-34.492,50.595333,SL
30.729753,-5.7854204,36.885334,FG
23.506027,-5.465793,37.350075,FG
41.612762,12.381898,30.503094,FG
17.175568,-6.8654966,27.239973,FG
15.988309,-50.410187,2.9557745,FG
29.190529,-0.8540213,42.748142,FG
33.42452,7.577441,42.505856,FG
-33.7557,-2.974953,-24.209877,FG
29.046309,2.7046103,50.413055,FG
14.987905,2.22404,23.32678,FG
37.728283,16.386072,-36.637077,FG
28.775349,9.462714,26.948097,FG
8.288901,4.7145476,30.105333,FG
21.761024,4.112723,21.529802,FG
16.28655,8.777782,32.736626,FG
25.91824,-33.846134,24.050152,FG
32.8453,-26.52352,-31.40349,FG
18.004719,10.67728,26.216888,FG
17.5115,-0.9472425,33.609936,FG
34.459335,1.0366268,36.275196,FG
38.87458,0.83332115,45.5761,FG
12.291178,-3.7573352,19.31061,FG
30.884802,11.312056,-24.727964,FG
44.979397,-17.077736,13.521041,FG
23.99439,4.1923075,36.613323,FG
23.686922,-0.6631841,28.906084,FG
35.379356,7.324045,30.917643,FG
-47.496166,-10.33295,-3.7649684,WB_BX
-68.9183,-28.98598,1.6605852,WB_BX
-67.009895,-21.799974,-5.6491613,WB_BX
-62.145657,-27.822803,-2.6354268,WB_BX
-61.019764,-35.06122,1.3942928,WB_BX
-54.192356,-29.00547,0.8607973,WB_BX
-61.766705,-28.86253,7.03858,WB_BX
-54.383347,-32.278236,7.474929,WB_BX
-57.2297,-14.578027,-2.531162,WB_BX
-56.233246,-11.006276,4.1314354,WB_BX
66.074745,11.169824,-3.3546567,WB_BX
-54.072376,-24.334549,8.366659,WB_BX
-54.741188,-22.112514,-5.133603,WB_BX
-50.18747,-21.294544,1.5499498,WB_BX
-59.364582,-21.30288,1.9311376,WB_BX
-26.601498,-38.657288,37.14544,WB_BX
-64.89197,-18.667118,7.323156,WB_BX
16.954912,45.805416,-18.076202,WB_BX
0.4967541,20.029264,3.195687,WB_BX
9.509578,26.925962,3.5997405,WB_BX
13.622551,66.95163,-7.3384585,WB_BX
-29.12774,18.65404,-6.469833,WB_BX
-16.162771,25.71497,3.3882117,WB_BX
-45.93847,26.34977,29.064796,WB_BX
13.676863,7.8444347,-4.6199217,WB_BX
1.4289594,22.789103,32.387535,WB_BX
56.6758,-28.518307,3.3960502,WB_BX
60.56507,-20.105991,10.310214,WB_BX
61.291645,-21.17605,3.8529382,WB_BX
-46.408886,22.721169,-2.5785227,WB_BX
-48.689816,31.51015,-0.7101175,WB_BX
-14.441846,-32.060837,52.112335,WB_BX
41.36144,23.686007,-2.0231528,WB_BX
-9.084949,-20.446949,21.764095,WB_BX
33.605606,2.8637853,14.025721,WB_BX
26.945906,-2.3505652,10.567709,WB_BX
5.3919406,13.528377,1.9461285,WB_BX
0.42228028,13.844912,19.463127,WB_BX
22.041376,49.899193,26.993694,WB_BX
20.865572,7.8003955,4.9726257,WB_BX
9.736419,9.843973,54.80502,WB_BX
25.732779,29.973776,-13.358863,WB_BX
23.606392,-7.6125603,5.4624467,WB_BX
36.16439,25.905668,-5.315299,WB_BX
9.166987,-7.087,-1.6802012,WB_BX
-29.099117,31.192692,-57.742844,WB_BX
23.20332,-27.578661,-8.961418,WB_BX
51.266743,19.042786,-9.274385,PF
36.623234,12.337241,-14.734961,PF
51.26237,12.281094,-17.063572,PF
45.539417,11.711587,-13.38375,PF
56.358444,-12.235109,-10.616037,PF
46.65351,19.2314,-20.978643,PF
39.224094,0.9516442,4.623945,PF
49.14333,-4.2591243,-1.1871631,PF
49.489803,4.070642,9.814804,PF
38.322643,21.10685,-21.559385,PF
10.677859,31.567163,61.438328,PF
38.70723,4.9427533,-7.7973228,PF
31.316042,4.754369,-5.3158517,PF
43.7165,13.072826,2.698056,PF
41.064796,-1.2020587,-13.496008,PF
34.868042,-6.9126544,-0.58277386,PF
27.914972,-26.442827,20.506203,PF
36.633057,-10.49645,-5.04212,PF
38.507008,9.747168,-20.371784,PF
14.629735,37.298294,56.21138,PF
39.909004,9.158434,-3.006373,PF
43.845367,6.120657,-17.472067,PF
60.10283,12.720523,-28.613472,PF
31.223982,3.3215559,-16.445343,PF
46.268917,6.560967,-2.8371732,PF
44.827377,-2.8367867,7.615102,PF
44.382446,-9.567477,6.2888665,PF
52.889114,7.071654,15.629644,PF
45.51297,1.6994468,31.28769,PF
41.600433,1.9703176,21.901548,PF
-10.6301775,-37.251736,26.240755,WH
4.7217164,-29.015533,35.790997,WH
-25.40116,-40.330986,-21.561905,WH
-38.66687,-22.512274,15.844088,WH
53.455246,-28.355352,-17.616825,WH
-10.948014,-49.97821,41.940388,WH
-62.845917,-5.034176,21.290098,WH
-58.064377,-8.675129,24.474487,WH
-44.636364,-12.329512,-44.170784,WH
-24.937416,-9.8635435,16.381042,WH
-28.215363,-12.395622,22.603773,WH
-32.094948,-16.271334,17.849148,WH
-34.48764,-46.534687,-10.695719,WH
-45.60094,-42.604214,12.231466,WH
15.657834,-43.666077,49.854515,WH
-82.26808,244.62315,-17.491425,WH
24.845142,-61.536278,10.612898,WH
-41.808083,-34.51547,13.55426,WH
13.736816,-46.057713,-18.505297,WH
-23.33287,-25.759317,-18.499538,WH
-50.00831,-9.931806,-17.5727,WH
9.818733,-40.755604,44.096283,WH
-23.61569,-30.303345,54.263187,WH
-29.07787,-16.19844,9.511541,WH
1.8682042,-34.46413,27.129032,WH
-35.17303,-17.874842,-14.766686,WH
-21.974808,-31.227957,-23.94425,WH
-17.349915,-30.074543,27.310543,WH
-40.24032,-10.811897,-49.12723,WH
-25.145382,-26.341227,19.620031,WH
7.6888547,-114.93781,-54.426502,WH
10.062299,-31.398432,46.642445,WH
-41.367702,-3.6140227,43.833206,WH
-27.38253,33.665222,-5.1044126,WH
-11.209234,2.5615342,17.954405,WH
-32.22012,30.541204,3.4260933,WH
-35.032444,3.337443,33.77863,WH
-34.91502,-2.6584456,32.323456,WH
27.771816,-37.67542,32.051353,WH
-26.974424,-30.690731,-30.054308,WH
-21.395664,-20.732698,28.359005,WH
-1.7984223,-29.273726,-35.959507,WH
-15.01868,-17.01537,33.342106,WH
-7.6689916,-2.4465575,39.209663,WH
38.252827,32.1162,28.968452,WH
8.845525,-25.647436,-10.956126,SQ_BP
44.185577,-43.29465,24.394135,SQ_BP
7.549717,-31.836931,-16.676926,SQ_BP
-41.82595,-39.076843,6.474419,SQ_BP
-2.5356326,-25.37532,-28.965702,SQ_BP
5.9942336,-28.965239,-1.4126424,SQ_BP
16.920418,-18.368639,-10.726571,SQ_BP
27.207617,-19.66303,-13.892564,SQ_BP
12.903052,-18.83978,9.70248,SQ_BP
-43.013733,12.980143,26.221601,SQ_BP
-6.3536944,26.310232,-6.9328523,SQ_BP
7.0606427,49.602962,-15.051537,SQ_BP
28.55424,20.223953,16.729448,SQ_BP
14.376736,-38.829018,-32.18824,SQ_BP
26.476364,-12.275179,-5.4238687,SQ_BP
16.203302,-30.342009,-16.14942,SQ_BP
20.269888,-5.111731,-6.709412,SQ_BP
22.226229,-17.736147,-5.0617228,SQ_BP
-33.380688,-8.563003,-28.64706,SQ_BP
4.719466,40.445385,-11.881208,SQ_BP
8.148572,-20.868082,-15.122334,SQ_BP
9.394994,32.399807,-6.388912,SQ_BP
10.570591,36.483295,-15.661488,SQ_BP
-26.711489,-14.382585,-24.80972,SQ_BP
-29.900518,-58.08788,-7.2034264,SQ_BP
-33.993576,-57.460167,-2.5889635,SQ_BP
-0.18375796,-54.223118,-19.388197,SQ_BP
25.994373,-21.15932,5.1430955,SQ_BP
19.257248,-40.8657,-6.506082,SQ_BP
21.977095,-33.454826,-3.6032841,SQ_BP
30.42582,-27.687647,-0.8943855,SQ_BP
-4.8401647,67.25861,30.802742,SQ_BP
37.10018,-32.08334,-1.1957476,SQ_BP
22.597662,-23.971968,29.181452,SQ_BP
33.976784,-16.888638,5.295846,SQ_BP
34.385086,-24.275396,-5.04259,SQ_BP
-45.92421,-37.16195,-19.393847,WN
-13.42329,-56.46233,-30.060005,WN
-49.109333,-38.824604,-14.441861,WN
-54.010647,14.044588,26.061176,WN
-1.8080649,-39.512924,40.481895,WN
-43.592377,-40.13976,-26.034641,WN
-41.88957,-23.759207,-28.480688,WN
-47.855522,-13.775708,22.296412,WN
-43.29688,-27.179386,-23.368237,WN
2.5007088,-9.003797,-15.373701,WN
-4.1691856,-12.243774,-18.672716,WN
-2.9643278,-38.942257,-5.0914435,WN
-22.04307,-51.135056,2.920865,WN
-25.992907,-52.9365,9.902746,WN
-4.519494,-49.71146,3.5463715,WN
2.1600702,-44.372482,-4.372912,WN
34.0422,-54.3568,1.0438801,WN
36.451805,-24.066486,6.3237677,WN
-5.631319,-58.34839,-0.45392036,WN
9.720048,66.14433,2.697914,WN
-15.743537,-50.67508,-14.836083,WN
-44.251026,-3.775805,-35.785263,WN
-11.102555,-47.270054,-9.212014,WN
-47.379105,-7.2271237,-31.889704,WN
20.211811,-33.987316,49.56939,WN
-41.04527,-12.782184,-32.640003,WN
